ID,Comments
504,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
1308,Handset sucked
2386,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2881,Hopes to get an additonal line working by the end of the week for his wife.
479,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
465,Wants to change address.
3566,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3542,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3821,Said his battery never has worked well. Wants a new phone ASAP.
3805,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
310,He does not know if the problems are related to the phone or if it is just the battery.
886,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2549,Wanted to know the nearest store location. Wants to buy additional accessories.
190,Hopes to get an additonal line working by the end of the week for his wife.
3649,I needed a handset which also functioned as a PDA. You did not offer such a model.
3010,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1086,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks."
2972,Wants to know how to do text messaging. Referred him to web site.
1066,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.
2073,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
566,I expected significantly better Technical Support.
178,Hopes to get an additonal line working by the end of the week for his wife.
2918,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1182,Does not understand why he gets charged for roaming. I referred him to the web site.
2814,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
474,Needed help figuring out his bill. I explained our minute charges.
2749,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2327,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2545,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1304,The customer was very unhappy with the wait time for support. Then he said that his recption was just too unreliable to be of any value.
656,"Wants to add additional lines and phones for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
3352,Wants to add additional lines for family. Needs more info on rates.
2405,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
265,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.
3399,Wants information on our Internet service. Referred him to web site.
3071,Asked about how to change his ring tones. Referred him to web site.
758,Wanted to know the nearest store location. Wants to buy additional accessories.
2942,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
254,Hochie Momma
2636,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3195,Called to change his address and see if he could get a new number since he is moving to a different city.
1986,Called about new plan. Might switch soon. Wants more minutes.
3696,He expected significantly better Technical Support.
2861,Wants to change address.
308,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
3466,Wants to add another phone. Contacting provisioning.
2800,Wanted to know the nearest store location. Wants to buy additional accessories.
2123,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3724,Wants a new faceplate.
2238,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2834,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2134,Wants information on our Internet service. Referred him to web site.
1919,Handset sucked
3174,Wanted to know the nearest store location. Wants to buy additional accessories.
48,Asked how to disable call waiting. referred him to web site.
436,Wants to know how to do text messaging. Referred him to web site.
3686,He expected significantly better Technical Support.
3684,cant figure out how to check his vm when out of area. I referred him to our web site.
2195,Wants to know how to do text messaging. Referred him to web site.
1178,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.
3729,Asked about how to change his ring tones. Referred him to web site.
740,Wanted to know the nearest store location. Wants to buy additional accessories.
2923,Wanted to know the nearest store location. Wants to buy additional accessories.
629,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3144,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
3241,Asked about how to change his ring tones. Referred him to web site.
2427,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
593,Said his battery never has worked well. Wants a new phone ASAP.
3119,Lost his charger and wants to know where he can another ASAP. I suggested local store.
817,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
985,Needed help figuring out his bill. I explained our minute charges.
3405,I needed a handset which also functioned as a PDA. You did not offer such a model.
978,Wants to change address.
1992,Called about new plan. Might switch soon. Wants more minutes.
1446,Asked about how to change his ring tones. Referred him to web site.
192,Wanted to know the nearest store location. Wants to buy additional accessories.
1539,Wants to get an additional line working by the end of the week for his goat.
1523,Wanted to know the nearest store location. Wants to buy additional accessories.
3062,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
1237,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
1674,Wants to change address.
264,Cant wait for us to open the new digitial service. He wants to try the new GSM. He says that if it is much later than June he will probably switch to another carrier.
1046,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1325,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2366,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3374,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
821,He does not know if the problems are related to the phone or if it is just the battery.
1103,Said his battery never has worked well. Wants a new phone ASAP.
694,Did not want to wait for us to implement GSM.
3419,The clearity of the calls was bad. Way too much static on the handset.
1299,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2607,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2908,Hopes to get an additonal line working by the end of the week for his wife.
1660,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2417,Wanted to know the nearest store location. Wants to buy additional accessories.
89,Said his battery never has worked well. Wants a new phone ASAP.
1294,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa"
3188,Lost the directions to phone and wants another manual. I referred him to web site.
2149,Wanted to know the nearest store location. Wants to buy additional accessories.
3655,Wanted to know the nearest store location. Wants to buy additional accessories.
3741,Wants to know how to do text messaging. Referred him to web site.
2225,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2896,Needed help figuring out his bill. I explained our minute charges.
491,Wanted to know the nearest store location. Wants to buy additional accessories.
3565,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3130,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2595,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
989,Needed help figuring out his bill. I explained our minute charges.
1882,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.
461,Wants to change address.
1038,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3480,Wants a new faceplate.
1598,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks."
1239,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2517,Called about new plan. Might switch soon. Wants more minutes.
1616,He asked for a new phone number. I referred him to customer care.
1845,He does not know if the problems are related to the phone or if it is just the battery.
377,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.
3618,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
846,transferred to manager ASAP
3168,Wanted to know the nearest store location. Wants to buy additional accessories.
261,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
2392,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
596,Really wants the new phone from XVYX which has the PDA built in.
1604,Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
3658,Wanted to know the nearest store location. Wants to buy additional accessories.
1497,Needed help figuring out his bill. I explained our minute charges.
1378,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.
1885,Handset sucked
3799,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1266,Wanted to know the nearest store location. Wants to buy additional accessories.
2429,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa"
3014,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
734,The handset really sucked. I could not hear anything near my house.
1815,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.
2254,Wants to change address.
3796,Wanted to know the nearest store location. Wants to buy additional accessories.
2467,Wants to know how to do text messaging. Referred him to web site.
1344,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
1768,I suspect that the handset on my phone was defective from the day I bought it.
2833,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1964,Asked about how to change his ring tones. Referred him to web site.
1599,He expected significantly better Technical Support.
1284,I expected significantly better service.
3307,Wanted to know the nearest store location. Wants to buy additional accessories.
1358,transferred to manager ASAP
2685,Asked how to disable call waiting. referred him to web site.
1894,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.
2281,Wanted to know the nearest store location. Wants to buy additional accessories.
2404,Wants to add another phone. Contacting provisioning.
2205,Wants information on our Internet service. Referred him to web site.
1965,Asked about how to change his ring tones. Referred him to web site.
1571,Said his battery never has worked well. Wants a new phone ASAP.
1834,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
1930,Wants a new faceplate.
777,He does not know if the problems are related to the phone or if it is just the battery. He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.
3554,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2122,Hopes to get an additonal line working by the end of the week for his wife.
973,Wants to change address.
718,Wants to add another phone. Contacting provisioning.
3572,Asked how to disable call waiting. referred him to web site.
3626,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
392,Wants to know how to do text messaging. Referred him to web site.
972,Wants to change address.
1367,Does not like the way the phone works. It is to difficult compared to his last phone.
2168,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
3020,Called about new plan. Might switch soon. Wants more minutes.
3059,Wanted to know the nearest store location. Wants to buy additional accessories.
423,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
526,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
824,Lost the directions to phone and wants another manual. I referred him to web site.
2087,Wants to add additional lines for family. Needs more info on rates.
2841,Asked how to disable call waiting. referred him to web site.
3498,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2101,Wants to change address.
1937,Wants to know how to do text messaging. Referred him to web site.
2764,Wants to add additional lines for family. Needs more info on rates.
2917,I needed a handset which also functioned as a PDA. You did not offer such a model.
3689,I expected significantly better Technical Support.
3050,Wanted to know the nearest store location. Wants to buy additional accessories.
1922,Wants to change address.
2675,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
81,Said his battery never has worked well. Wants a new phone ASAP.
1248,The handset really sucked. I could not hear anything near my house.
1899,He loves the phone when it works. The problem is that the phone hardly ever works. He thinks the battery is lame.
3288,Really is unhappy with the website. Claims the self service stuff does not work.
991,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
2602,Said his battery never has worked well. Wants a new phone ASAP.
1628,He expected significantly better Technical Support.
1442,Wants a new faceplate.
2141,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1817,Your customer handset was really bad. I had to wait forever to get help.
2747,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
557,Asked how to disable call waiting. referred him to web site.
1450,Asked about how to change his ring tones. Referred him to web site.
1373,Handset sucked
2014,Really is unhappy with the website. Claims the self service stuff does not work.
2730,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3099,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2094,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
136,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
2799,Wanted to know the nearest store location. Wants to buy additional accessories.
1977,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
213,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
2866,Said his battery never has worked well. Wants a new phone ASAP.
3794,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
2255,Wants to change address.
2132,Hopes to get an additonal line working by the end of the week for his wife.
589,Said his battery never has worked well. Wants a new phone ASAP.
2788,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2159,"He hates his phone. He can not understand why we gave him such a horrible piece of rubbish. I tried to explain that he could bring it in for service, but he just wants a new phone. He does not want to waste any more time with the 3399. I asked customer car"
385,Handset sucked
1135,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2484,Wants a new faceplate.
1820,Handset sucked
975,Wants to change address.
2290,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
426,Asked about how to change his ring tones. Referred him to web site.
283,Handset sucked
2502,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2135,Wants to add another phone. Contacting provisioning.
148,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
3397,Hopes to get an additonal line working by the end of the week for his wife.
3782,Wanted to know the nearest store location. Wants to buy additional accessories.
1840,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
3253,Wants to know how to do text messaging. Referred him to web site.
775,Wants to know when we will unlimited Internet minutes.
37,Said his battery never has worked well. Wants a new phone ASAP.
306,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
1303,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.
2147,Wanted to know the nearest store location. Wants to buy additional accessories.
865,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks. He can not wait to change phones. He wanted to know if we would send him a new phone."
3176,Wanted to know the nearest store location. Wants to buy additional accessories.
3291,Wanted to know the nearest store location. Wants to buy additional accessories.
1415,Wants a new faceplate.
1979,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2423,The clearity of the calls was bad. Way too much static on the handset.
304,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
384,Handset sucked
1261,Wanted to know the nearest store location. Wants to buy additional accessories.
2598,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2975,Wants to know how to do text messaging. Referred him to web site.
358,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.
2035,Wanted to know the nearest store location. Wants to buy additional accessories.
2821,Asked how to disable call waiting. referred him to web site.
895,Handset sucked
3298,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
623,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
825,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.
108,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2207,Wants information on our Internet service. Referred him to web site.
419,Asked about how to change his ring tones. Referred him to web site.
2687,Called to change his address and see if he could get a new number since he is moving to a different city.
286,transferred to manager ASAP
1297,"His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point."
564,He expected significantly better Technical Support.
518,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2221,Asked about how to change his ring tones. Referred him to web site.
71,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2106,"Wants to add additional lines and phones for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
495,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
607,He asked for a new phone number. I referred him to customer care.
2372,Hopes to get an additonal line working by the end of the week for his wife.
21,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2452,Wanted more information on the family plan. Also asked about how he could use call screening.
3680,He expected significantly better Technical Support.
1263,Wanted to know the nearest store location. Wants to buy additional accessories.
1273,Wanted to know the nearest store location. Wants to buy additional accessories.
2124,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
2367,Lost his charger and wants to know where he can another ASAP. I suggested local store.
857,"Wants to kno when we will improve our coverage area. He said that when he signed up last year we told him that there would more coverage within the year. He says that he continues to roam, and is rater tired of paying these charges. I told him that I did"
648,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.
1268,Phone sucked
3297,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
621,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2959,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2857,Said his battery never has worked well. Wants a new phone ASAP.
1714,Hopes to get an additonal line working by the end of the week for his wife.
3529,Called about new plan. Might switch soon. Wants more minutes.
3720,Wants a new faceplate.
2818,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2243,Called about new plan. Might switch soon. Wants more minutes.
2184,Wants to change address.
807,He does not know if the problems are related to the phone or if it is just the battery.
1944,Wants information on our Internet service. Referred him to web site.
3706,He expected significantly better Technical Support.
2276,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2577,Asked how to disable call waiting. referred him to web site.
1375,"He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
1508,Really is unhappy with the website. Claims the self service stuff does not work.
1684,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
2215,Wants a new faceplate.
382,He found a better rate and no contract. He said he cold not wait until his contract expired.
466,Wants to change address.
1256,I suspect that the handset on my phone was defective from the day I bought it.
1493,Needed help figuring out his bill. I explained our minute charges.
1326,Asked about how to change his ring tones. Referred him to web site.
1021,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
796,Handset sucked
2506,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
54,I expected significantly better Technical Support.
2098,Lost his charger and wants to know where he can another ASAP. I suggested local store.
1007,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
80,He asked for a new phone number. I referred him to customer care.
1314,He does not know if the problems are related to the phone or if it is just the battery.
3656,Wanted to know the nearest store location. Wants to buy additional accessories.
1331,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3523,Needed help figuring out his bill. I explained our minute charges.
3138,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
666,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.
1528,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
810,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
1838,Asked about how to change his ring tones. Referred him to web site.
2308,Asked how to disable call waiting. referred him to web site.
3432,Lost the directions to phone and wants another manual. I referred him to web site.
1111,He expected significantly better Technical Support.
2270,Wanted to know the nearest store location. Wants to buy additional accessories.
678,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
3036,Needed help figuring out his bill. I explained our minute charges.
3539,Wanted to know the nearest store location. Wants to buy additional accessories.
2792,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
240,Wanted to know the nearest store location. Wants to buy additional accessories.
1287,Wants to know when we will unlimited Internet minutes.
1640,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1227,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.
3410,The signal on my handset was always weak. Even when I replaced the battery.
35,Said his battery never has worked well. Wants a new phone ASAP.
1429,Needed help figuring out his bill. I explained our minute charges.
2024,Wanted to know the nearest store location. Wants to buy additional accessories.
1079,He asked for a new phone number. I referred him to customer care.
3294,Wanted to know the nearest store location. Wants to buy additional accessories.
2860,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
1999,Wants to change address.
968,Called about new plan. Might switch soon. Wants more minutes.
1315,Very unhappy with new phone because it does not use a simm chip. He says he wll have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies use simm to make this easier with their phones.
2839,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3516,Wants to add additional lines for family. Needs more info on rates.
3508,Called about new plan. Might switch soon. Wants more minutes.
341,Handset sucked
1035,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1867,transferred to manager ASAP
2520,Wants to add additional lines for family. Needs more info on rates.
1925,Wants to know how to do text messaging. Referred him to web site.
460,Wants to change address.
1000,Wanted to know the nearest store location. Wants to buy additional accessories.
273,"His phone still does not work properly. He can not understand it. His last phone worked great, but this phone is constanly dropping calls. He asked what he could do? He really just wants his old phone back at this point."
870,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.
133,He found a better rate and no contract. He said he cold not wait until his contract expired.
73,The battery has never worked right. He says he cant use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.
1853,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.
2353,Wants to change address.
3784,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
750,Wanted to know the nearest store location. Wants to buy additional accessories.
3653,I suspect that the handset on my phone was defective from the day I bought it.
1445,Asked about how to change his ring tones. Referred him to web site.
2825,Asked how to disable call waiting. referred him to web site.
215,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1870,transferred to manager ASAP
3194,He asked for a new phone number. I referred him to customer care.
3239,Asked about how to change his ring tones. Referred him to web site.
2148,Wanted to know the nearest store location. Wants to buy additional accessories.
421,Asked about how to change his ring tones. Referred him to web site.
2131,Hopes to get an additonal line working by the end of the week for his wife.
63,He expected significantly better Technical Support.
896,Handset sucked
350,The customer is really unhappy with his internet connectivity. He says the way we charge is substantively higher comapred to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.
1278,Hochie Momma
1581,Asked how to disable call waiting. referred him to web site.
802,He does not know if the problems are related to the phone or if it is just the battery.
3268,Called about new plan. Might switch soon. Wants more minutes.
1030,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1680,"Wants to add additional lines and phones for his kids. I created the ticket, but dont kno when someone will get back to him. He asked if I could get back to him."
1734,Wants information on our Internet service. Referred him to web site.
68,Does not understand why his phone dies everytime he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.
2586,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1264,Wanted to know the nearest store location. Wants to buy additional accessories.
2451,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
394,Wants a new faceplate.
266,He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.
1503,Really is unhappy with the website. Claims the self service stuff does not work. In addition thinks he phone does not work well.
3546,Wanted to know the nearest store location. Wants to buy additional accessories.
601,Said his battery never has worked well. Wants a new phone ASAP.
361,He hated the phone. Claims that the reception is horrible in many parts of the metropolitian area.
2237,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1875,Handset sucked
2546,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2153,Wanted to know the nearest store location. Wants to buy additional accessories.
3425,"She wants a new phone. Has tried to use a couple of different model, but is now fed up. She is will ing to pay some of the cost, but wants a credit on her bill. She said her friend has the same service and a different phone that works great. She also wa"
2899,Hopes to get an additonal line working by the end of the week for his wife.
3603,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1048,Asked how to disable call waiting. referred him to web site.
2409,I needed a handset which also functioned as a PDA. You did not offer such a model.
1796,I expected significantly better service.
2874,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
2388,Needed help figuring out his bill. I explained our minute charges.
773,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
1844,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
219,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the phone is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
2041,Wanted to know the nearest store location. Wants to buy additional accessories.
2307,Asked how to disable call waiting. referred him to web site.
391,Wants a new faceplate.
3760,Wants to add additional lines for family. Needs more info on rates.
1095,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
2114,Wanted to know the nearest store location. Wants to buy additional accessories.
2701,Wants a new faceplate.
3041,Called about new plan. Might switch soon. Wants more minutes.
1470,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
3448,Wanted more information on the family plan. Also asked about how he could use call screening.
2745,Wants to know how to do text messaging. Referred him to web site.
1252,Wanted to know the nearest store location. Wants to buy additional accessories.
2688,cant figure out how to check his vm when out of area. I referred him to our web site.
1496,Needed help figuring out his bill. I explained our minute charges.
1596,I expected significantly better Technical Support.
3732,Asked about how to change his ring tones. Referred him to web site.
1758,The handset really sucked. I could not hear anything near my house.
1825,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.
2188,Wants a new faceplate.
1216,Wanted to know the nearest store location. Wants to buy additional accessories.
725,He is really upset with out false advertising. He thinks that we do not test any of the equipment.
970,Wants to change address.
2793,Wanted to know the nearest store location. Wants to buy additional accessories.
632,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1432,Wants information on our Internet service. Referred him to web site.
3103,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.
1202,Hopes to get an additonal line working by the end of the week for his wife.
3402,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
279,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.
2770,Needed help figuring out his bill. I explained our minute charges.
355,"He is really unhappy with his bill. He says that there are numerous calls he has never made, but that show up on his phone. He says that he simply does not trust our system."
1062,Said his battery never has worked well. Wants a new phone ASAP.
1447,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
1671,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him ot the manager.
897,Handset sucked
3667,I wished the handset was bigger. It is uncomfortable using the handset for a long time.
94,He expected significantly better Technical Support.
2078,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
2699,Wants to know how to do text messaging. Referred him to web site.
2748,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2165,Wants a new number because he keeps on getting calls for a Mr. Napeleon Leroy.
2698,Wants to know how to do text messaging. Referred him to web site.
2696,Wanted more information on the family plan. Also asked about how he could use call screening.
3209,Wants a new faceplate.
1329,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
3282,Really is unhappy with the website. Claims the self service stuff does not work.
1767,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.
1487,Wants to change address.
1797,He really thinks the reception is inadequate everywhere but on the highway. Wants to know when this will be fixed?
1097,The battery has never worked right. He says he cant use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.
467,Wants to change address.
2331,Wants to add additional lines for family. Needs more info on rates.
2930,Wanted to know the nearest store location. Wants to buy additional accessories.
904,Wants to know how to do text messaging. Referred him to web site.
919,Wants information on our Internet service. Referred him to web site.
2653,I needed a handset which also functioned as a PDA. You did not offer such a model.
1630,He expected significantly better Technical Support.
2419,Wanted to know the nearest store location. Wants to buy additional accessories.
2403,Wants information on our Internet service. Referred him to web site.
1451,Asked about how to change his ring tones. Referred him to web site.
3505,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
592,He asked for a new phone number. I referred him to customer care.
1293,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3254,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
290,He does not know if the problems are related to the phone or if it is just the battery.
2489,Asked about how to change his ring tones. Referred him to web site.
