ID,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,RatePlan,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,TARGET
1342,M,S,0,94928.3,N,93.78,40.18,1,14.42,5.61,73.74,0,CC,FreeLocal,Standard,Cancelled
1344,F,M,2,50622.3,N,112.72,40.46,3,20.45,2.07,90.19,0,Auto,FreeLocal,Standard,Current
1346,M,M,0,78000,Y,39.32,50,2,16.2,4.27,18.84,0,CH,FreeLocal,Intnl_discount,Cancelled
1350,M,M,1,78000,Y,92.37,52.266667,2,29.55,0,62.81,0,CH,Budget,Standard,Cancelled
1352,F,S,2,93559.1,N,31.42,57.62,4,1.52,0,29.9,0,CC,Budget,Standard,Current
1353,F,M,1,56722.8,N,74.77,60.593333,4,17.37,6.21,51.17,0,CC,FreeLocal,Standard,Current
1355,M,M,1,80000,N,3.22,39,2,0,0,3.22,0,CC,Budget,Intnl_discount,Current
1356,F,S,2,3416.62,Y,123.7,22.76,2,18.97,0,104.73,0,CC,Budget,Standard,Cancelled
1357,F,M,0,73069.1,Y,10.39,55.633333,4,0.17,0,10.22,0,Auto,Budget,Standard,Current
1358,M,M,0,80000,Y,40.9,53.213333,4,15.27,0,25.62,0,CC,FreeLocal,Standard,Cancelled
1359,F,M,2,8032.16,N,88.77,45.666667,1,29.68,0,59.08,0,CC,FreeLocal,Standard,Current
1360,F,S,0,93454.3,Y,44.13,48.533333,1,18.94,0,25.18,0,Auto,FreeLocal,Standard,Current
1361,M,M,0,5745,Y,44.11,15.38,3,26.4,0,17.71,0,CC,FreeLocal,Standard,Cancelled
1362,F,S,0,83287,N,215.96,60,1,0.41,7.35,208.19,0,Auto,Budget,Standard,Current
1363,F,S,0,92564.1,Y,74.86,49.133333,1,23.17,0,51.68,0,Auto,FreeLocal,Standard,Current
1365,M,S,0,70000,Y,90.25,48,3,4.91,3.14,82.19,0,CH,Budget,Intnl_discount,Cancelled
1367,F,M,2,48322.5,Y,50.29,49.333333,2,6.69,0,43.6,0,CC,FreeLocal,Standard,Current
1369,M,S,2,78373.5,N,199.91,35.346667,2,6.97,8.91,184.02,0,Auto,Budget,Standard,Current
1370,F,M,2,81913.8,Y,53.03,49.66,2,6.7,0,46.33,0,CC,FreeLocal,Standard,Current
1373,F,S,0,919.93,N,120.71,38.26,2,27.28,0,93.42,0,CH,Budget,Standard,Cancelled
1374,F,M,2,69486.8,N,17.11,30.946667,1,7.72,0,9.39,1,CC,Budget,Standard,Cancelled
1375,F,M,2,24482.8,N,2,33.533333,1,0,0,2,0,CH,Budget,Intnl_discount,Current
1377,F,M,0,14573.6,N,263.58,64.606667,4,26.61,0,236.97,0,CC,Budget,Standard,Current
1378,F,M,2,92103.8,N,14.86,52.153333,2,7.42,0,7.43,0,CC,Budget,Standard,Current
1379,F,S,2,8392.14,Y,87.16,36.68,3,25.03,7.33,54.8,0,CH,Budget,Intnl_discount,Cancelled
1380,F,S,0,17138.2,N,104.69,63.786667,4,20.01,0,84.67,0,CC,FreeLocal,Intnl_discount,Cancelled
1382,F,M,2,47010.1,N,167.31,57.406667,1,2.54,0,164.76,0,CC,Budget,Intnl_discount,Current
1384,F,D,1,67239.4,N,66.7,44.433333,4,12.89,0,53.81,0,Auto,FreeLocal,Intnl_discount,Current
1385,M,M,1,69406.7,Y,142.23,46.826667,4,6.9,7.21,128.1,1,CC,FreeLocal,Standard,Cancelled
1387,F,M,2,83259.3,N,4.46,50.88,1,0,0,4.46,0,CC,Budget,Standard,Current
1394,F,M,2,2185.6,N,28.07,52.513333,3,7.12,0,20.95,1,CH,Budget,Standard,Current
1396,M,M,1,76511.3,N,42.52,62.08,3,21.68,3.46,17.37,0,CC,FreeLocal,Standard,Cancelled
1398,F,M,1,35000,N,34.61,22,3,27,0,8.84,0,CH,FreeLocal,Standard,Cancelled
1399,F,M,2,11234.7,Y,113.42,49.046667,3,0.69,0,112.72,0,CC,Budget,Standard,Cancelled
1401,F,M,2,36660.9,Y,3.36,39.96,3,0,0,3.36,1,CH,Budget,Intnl_discount,Current
1403,F,M,2,68462.8,N,90.84,34.4,4,24.39,5.93,60.51,0,CC,FreeLocal,Standard,Current
1406,F,M,2,72841.3,N,82.53,47.02,3,10.36,0,72.16,0,CC,Budget,Standard,Current
1407,F,M,2,63670.8,Y,78.87,46.146667,2,27.39,0,51.47,0,Auto,FreeLocal,Standard,Current
1408,M,S,0,66666,N,70.7,77,3,29.73,5.24,35.73,0,CC,Budget,Standard,Cancelled
1409,F,S,1,77000,Y,120.53,45.486667,2,20.44,0,100.08,0,Auto,Budget,Standard,Current
1410,M,M,0,12387.6,N,93.85,56.173333,2,2,0,65.93,0,Auto,FreeLocal,Standard,Current
1412,F,M,1,82931.3,N,137.25,64.64,2,19.24,0,118,0,Auto,FreeLocal,Standard,Current
1413,F,M,2,57483.9,N,44.3,44.026667,3,17.01,0,27.29,0,CH,Budget,Standard,Current
1415,F,S,2,21274,N,43.31,45.526667,3,10.87,0,32.43,0,Auto,FreeLocal,Standard,Cancelled
1416,F,M,2,28267,N,214.41,30.093333,4,21.87,0,192.53,0,CC,FreeLocal,Standard,Current
1418,F,M,2,36725.1,N,94.88,55.793333,3,8.65,9.22,77,0,CH,Budget,Standard,Current
1422,M,S,1,94188.3,N,41.51,57.546667,3,20.86,0.86,19.78,0,CC,Budget,Standard,Cancelled
1425,F,M,2,91861,Y,22.06,41.98,2,15.32,0,6.74,0,CC,Budget,Standard,Current
1428,F,S,1,12374.9,Y,123.59,33.493333,1,17.49,0,106.1,0,Auto,FreeLocal,Standard,Cancelled
1429,F,M,2,69133.9,Y,46.32,26.833333,4,8.58,0,37.73,0,CH,FreeLocal,Standard,Current
1431,F,M,2,84948,Y,23.73,29.446667,2,11.14,0,12.58,0,CH,FreeLocal,Intnl_discount,Current
1432,F,M,2,30998.8,N,52.91,40.96,1,2.4,0,50.5,0,Auto,Budget,Standard,Current
1438,M,M,2,21416.5,N,27.61,35.653333,1,9.9,9.17,8.53,0,CC,FreeLocal,Intnl_discount,Current
1442,M,M,2,78554.2,N,35.88,16.7,4,5.59,7.26,23.03,0,Auto,Budget,Standard,Current
1443,M,S,1,3960.5,N,96.13,14.693333,4,29.78,0,66.35,0,Auto,FreeLocal,Standard,Cancelled
1445,M,M,0,60101.1,Y,157.96,63.766667,4,27.7,6.11,124.14,2,CH,FreeLocal,Standard,Current
1446,F,M,2,38215.9,N,0.97,30.886667,2,0,0,0.97,0,Auto,Budget,Standard,Current
1447,F,M,1,40120,N,176.61,24,1,30,0,160.42,0,CC,FreeLocal,Standard,Cancelled
1448,F,M,2,49745.3,N,27.28,47.966667,3,2.84,0,24.44,0,CH,Budget,Intnl_discount,Current
1450,F,M,2,88427,N,69.97,13.86,3,22.46,4.16,43.34,0,CC,Budget,Standard,Current
1451,F,M,2,98003.7,Y,84.42,26.273333,1,1.03,0,83.39,0,CC,FreeLocal,Intnl_discount,Current
1452,M,S,0,89142.7,N,16.91,53.693333,3,3.76,8.13,5.01,0,CC,Budget,Intnl_discount,Cancelled
1453,F,S,0,74530.8,N,127.89,63.086667,2,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount,Current
1455,F,S,0,40120,N,265.78,24,3,37,0,262.91,0,CC,Budget,Standard,Current
1460,F,M,2,76289.2,N,104.63,48.206667,3,22.2,0,82.43,0,CC,Budget,Intnl_discount,Current
1462,M,M,1,66931.9,N,17.46,63.933333,3,11.72,0.39,5.35,0,CC,Budget,Standard,Cancelled
1463,F,S,0,40120,Y,108.3,23,4,32,0,99.73,0,CC,FreeLocal,Standard,Current
1464,F,M,1,14085.5,N,48.08,24,3,39,0,26.78,0,Auto,FreeLocal,Intnl_discount,Current
1465,F,S,0,32962.6,N,168.28,21,4,59,0,154.77,0,CC,Budget,Intnl_discount,Current
1466,F,S,0,42000,N,65.79,22,4,43,0,61.44,0,CC,Budget,Standard,Current
1467,F,S,2,43000,N,41.78,20,1,39,0,35.73,0,Auto,Budget,Standard,Cancelled
1468,F,D,1,77726.4,N,23.52,56.72,2,14,0,9.51,0,Auto,Budget,Intnl_discount,Current
1469,F,S,2,42000,N,62.95,18,4,59,2.22,38.18,0,CC,FreeLocal,Standard,Current
1470,F,S,1,2800.68,N,134.75,45.673333,1,28.45,0,106.3,0,CC,Budget,Standard,Current
1474,F,M,2,90271.6,N,110.4,44.926667,2,13.96,0,96.43,0,CC,FreeLocal,Standard,Current
1479,F,M,2,64816.6,Y,27.87,31.126667,2,21,0,6.87,0,CC,Budget,Standard,Current
1480,F,M,2,98217.1,N,42.74,44.98,4,29.49,0,13.24,0,CC,FreeLocal,Standard,Cancelled
1482,F,S,1,2929.13,N,102.23,53.506667,3,14,0,88.23,0,CH,Budget,Intnl_discount,Cancelled
1484,F,M,2,41876.6,Y,139.44,44.093333,4,6.78,0,132.65,0,CC,FreeLocal,Standard,Current
1485,M,M,0,96223.4,Y,18.18,64.76,2,11.81,0.63,5.73,0,CC,FreeLocal,Standard,Cancelled
1486,F,S,0,15989.3,N,29.17,61.693333,3,3.67,0,25.49,1,CC,Budget,Intnl_discount,Current
1487,M,M,0,69168.4,Y,234.91,62.426667,4,14.16,6.01,214.73,0,CC,Budget,Standard,Cancelled
1488,M,M,1,92148.5,Y,113.68,33,2,2,0,100.9,0,CC,Budget,Intnl_discount,Current
1489,M,M,0,96681,Y,73.76,19.76,2,2,7.66,40.92,0,CC,Budget,Standard,Current
1490,M,S,0,62705.9,Y,33.44,33,2,2,0,6.81,0,CC,FreeLocal,Intnl_discount,Current
1491,M,S,0,80221.2,N,50.48,29.026667,2,2,0,49.56,0,Auto,FreeLocal,Standard,Current
1492,M,S,0,84479.2,N,56.23,32,2,1,0,43.01,0,CC,FreeLocal,Standard,Current
1493,F,M,2,64977.4,N,45.77,38.193333,2,28.11,0,17.66,0,CC,FreeLocal,Standard,Current
1494,F,M,0,77994,N,102.02,50.553333,1,12.4,0,89.62,0,CH,FreeLocal,Standard,Current
1495,M,M,2,90103.7,N,66.45,34.946667,2,12.23,8.87,45.34,0,CC,Budget,Intnl_discount,Current
1496,F,M,0,59008.4,Y,31.59,30.18,1,12.86,0,18.73,0,CC,Budget,Standard,Current
1497,M,M,2,5265.35,N,31.1,52.873333,4,2.33,5.3,23.46,0,Auto,Budget,Intnl_discount,Current
1498,M,S,1,84978.1,N,88.79,21.64,2,5.03,7.68,76.07,0,CH,FreeLocal,Intnl_discount,Current
1499,F,M,2,36647.9,N,107.38,49.986667,1,21.41,0,85.96,0,CC,Budget,Intnl_discount,Cancelled
1500,F,S,0,64319.2,N,40.16,41.226667,1,3.01,0,37.15,0,CH,Budget,Intnl_discount,Current
1501,F,S,1,73338,N,29.93,48.246667,2,20.92,0,9.01,0,Auto,Budget,Intnl_discount,Current
1502,F,S,0,433.74,N,44.22,60.746667,1,3.3,0,40.91,0,CC,FreeLocal,Standard,Cancelled
1503,F,M,2,16962.2,N,27.57,45.36,2,18.6,0,8.96,0,CC,Budget,Standard,Current
1505,M,M,2,10708.3,N,142.95,26.026667,4,20.83,4.85,117.26,0,CH,Budget,Intnl_discount,Current
1508,F,M,0,2031.61,N,109.04,20.3,3,21.64,0,87.4,0,CC,Budget,Standard,Current
1512,F,S,2,16938.5,N,22.11,43,4,13.35,0,8.76,0,CH,FreeLocal,Standard,Current
1515,F,M,0,55221,N,15.69,47,3,0.49,0,15.2,0,CC,FreeLocal,Standard,Current
1516,F,M,1,8073.11,N,89.05,48,3,28.7,0,60.35,0,Auto,FreeLocal,Standard,Current
1517,M,M,0,95448.6,Y,29.46,53.68,4,24.24,0,5.21,0,CH,Budget,Standard,Current
1518,M,S,1,24141.5,Y,125.87,17.006667,1,28.82,0,97.05,0,CC,FreeLocal,Standard,Cancelled
1519,M,S,2,63152.6,Y,70.01,63.173333,2,29.93,0,40.07,0,CC,Budget,Intnl_discount,Current
1521,M,S,2,72084.7,N,38.13,55.64,2,29.11,0,9.02,0,CC,Budget,Intnl_discount,Current
1522,F,S,0,42760.5,N,53.7,52.646667,2,13.47,0,40.23,0,CC,Budget,Standard,Current
1523,F,S,1,49072,N,34.25,62,2,23.5,0,10.74,0,Auto,Budget,Intnl_discount,Current
1524,F,M,0,27371.8,Y,142.7,41,4,16.14,0,126.55,0,CC,FreeLocal,Standard,Current
1528,M,M,0,71472.9,N,130.22,41.913333,1,16.02,0,114.2,0,CH,Budget,Standard,Current
1529,F,M,0,95405.7,N,13.96,43,4,7.74,0,6.21,0,CC,Budget,Standard,Current
1530,F,S,0,95786.8,Y,108.79,46,4,21.33,0,87.46,0,CC,Budget,Standard,Current
1532,M,S,0,90321.6,N,12.39,55.113333,3,0.87,0,11.52,0,CC,FreeLocal,Intnl_discount,Cancelled
1533,M,S,0,90478.6,N,154.49,54.553333,2,18.02,0,136.47,0,CH,FreeLocal,Standard,Current
1534,F,M,2,56187,N,21.83,55,1,8.09,0,13.74,0,CH,Budget,Standard,Current
1537,F,S,1,42000,N,229.64,24.393333,2,23.56,0,206.08,0,CC,Budget,Intnl_discount,Cancelled
1539,M,M,0,9780.66,N,21.39,24.546667,2,2.8,7.27,11.32,1,CC,FreeLocal,Standard,Current
1542,M,M,2,29616,N,75.29,49.426667,1,29.78,0,45.5,0,CH,FreeLocal,Standard,Current
1544,M,M,0,19732.8,N,47.25,50.673333,4,24.81,0,22.44,0,CC,FreeLocal,Standard,Current
1545,M,S,1,41690.5,Y,31.45,14.64,2,2.5,0,28.95,0,CC,FreeLocal,Standard,Current
1547,M,S,2,96.33,N,59.01,56.473333,4,26.13,0,32.88,1,CC,Budget,Standard,Current
1550,F,M,2,52004.8,N,28.14,25.14,2,5.03,0,23.11,0,CH,Budget,Intnl_discount,Current
1553,M,M,2,53010.8,N,58.87,18.84,1,12.45,0,46.42,4,CC,FreeLocal,Standard,Current
1554,M,M,1,75004.5,N,58.72,64.8,2,26.52,0,32.19,0,CC,Budget,Intnl_discount,Current
1557,M,M,0,19749.3,N,34.17,60.366667,1,20.22,0,13.94,0,CC,Budget,Standard,Current
1558,M,S,1,57626.9,Y,48.35,43.906667,1,9.38,0,38.96,0,CC,Budget,Standard,Current
1559,M,D,0,20078,N,15.98,32.846667,2,9.65,0,6.33,0,CC,Budget,Intnl_discount,Current
1560,F,M,2,47902,N,72.31,26.033333,2,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,Current
1565,M,M,1,7545.96,Y,200.75,16.753333,2,22.39,0,178.36,0,CC,Budget,Standard,Cancelled
1571,F,S,0,78851.3,N,29.04,48.373333,4,0.37,0,28.66,0,CC,FreeLocal,Standard,Cancelled
1572,F,S,1,17540.7,Y,36.2,62.786667,4,22.17,0.57,13.45,0,Auto,Budget,Standard,Cancelled
1573,F,M,0,83891.9,Y,74.4,61.02,4,28.92,0,45.47,0,CH,Budget,Standard,Current
1574,F,S,2,28220.8,N,38.95,38.766667,4,26.49,0,12.46,0,CC,FreeLocal,Standard,Cancelled
1576,F,S,0,28589.1,N,100.28,15.6,2,13.19,0,87.09,0,CC,FreeLocal,Standard,Current
1578,F,M,2,5237.63,N,78.02,48.753333,3,13.32,8.05,56.64,0,CC,Budget,Standard,Current
1581,M,S,2,89459.9,N,36.05,53.28,2,11.54,1.61,22.9,0,CC,FreeLocal,Standard,Cancelled
1584,F,S,1,13576.5,N,40.49,39.426667,3,14.83,0,25.66,0,CC,Budget,Standard,Cancelled
1588,F,M,2,67388,N,96.33,53.12,4,4.79,0.5,91.04,1,CC,Budget,Standard,Cancelled
1589,F,M,1,57063,Y,98.1,52.333333,4,16.79,0,81.3,0,CH,Budget,Standard,Current
1590,F,M,2,84166.1,N,15.02,54.013333,1,3.28,0,11.74,1,CC,Budget,Standard,Cancelled
1591,F,S,0,45612.9,N,323.82,14.3,4,12.53,0,311.29,0,CC,Budget,Standard,Current
1596,F,S,1,7737.94,N,61.9,42.666667,3,11.05,0,50.84,0,CC,FreeLocal,Standard,Cancelled
1597,M,S,2,65000,N,314.62,45,1,21.37,0,293.24,0,CH,Budget,Standard,Cancelled
1598,F,M,2,45287.6,Y,2.97,29.026667,3,0,0,2.97,0,CC,Budget,Standard,Current
1599,F,M,2,59613.1,N,175.78,34.32,1,12.37,0,163.41,0,CC,Budget,Intnl_discount,Cancelled
1601,F,S,1,16326.7,N,1.34,50.613333,3,0,0,1.34,0,CC,FreeLocal,Intnl_discount,Cancelled
1604,F,S,2,9559.78,N,77.91,51.38,2,18.31,0,59.59,0,CC,FreeLocal,Standard,Cancelled
1607,F,M,2,42031.8,N,59.78,50.753333,3,20.45,0,39.33,0,CH,Budget,Intnl_discount,Current
1609,F,M,2,83284.1,Y,35.96,28.42,3,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount,Current
1610,M,M,1,39229.1,N,47.1,26.26,4,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,Cancelled
1611,F,S,0,68427.4,N,73.81,42.393333,2,23.76,0,50.05,0,Auto,FreeLocal,Standard,Current
1613,M,S,0,3601.71,N,125.6,49.266667,4,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,Cancelled
1615,F,S,0,98716.3,N,43.13,55.66,4,20.97,8.23,13.92,0,CC,FreeLocal,Standard,Cancelled
1616,F,S,2,66182.7,Y,58.87,62.48,2,11.7,0,47.17,0,Auto,Budget,Standard,Current
1617,F,M,2,84789.3,N,33.47,50.433333,4,14.22,8.8,10.45,0,CH,FreeLocal,Standard,Cancelled
1619,F,M,2,35976.5,Y,50.63,48.853333,4,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount,Cancelled
1620,F,M,0,32703.1,Y,72.89,64.92,4,16.8,0,56.09,0,CC,Budget,Intnl_discount,Current
1622,F,M,2,8204.72,N,39.79,52.973333,1,15.59,0,24.19,0,CH,FreeLocal,Standard,Current
1623,M,M,1,97180.4,N,63.51,33,2,8.21,9.63,45.66,0,Auto,FreeLocal,Standard,Current
1625,F,S,2,38280,N,86.61,33.74,4,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount,Cancelled
1626,M,S,0,64136.6,Y,142.37,61.106667,1,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount,Cancelled
1628,F,M,2,45429.7,Y,97.74,61.713333,3,24.7,0,73.04,0,CH,FreeLocal,Standard,Cancelled
1630,F,S,0,25285.5,N,21.3,53.986667,2,9.37,0,11.93,0,CC,FreeLocal,Standard,Cancelled
1631,F,M,2,77551.1,Y,62.42,33.6,2,20.53,0,41.89,1,CC,Budget,Intnl_discount,Current
1632,F,M,0,38538.4,N,47.66,12.326667,1,22.86,8.32,16.48,0,CC,FreeLocal,Standard,Cancelled
1639,M,M,0,92881.8,N,93.57,21.38,2,2.15,6.12,85.29,0,CC,FreeLocal,Standard,Current
1640,M,S,2,43634.5,N,143.5,21.78,3,29.44,9.42,104.64,0,CC,Budget,Standard,Cancelled
1644,F,S,1,13109.1,N,62.87,62.606667,2,22.38,0,40.48,0,Auto,Budget,Standard,Cancelled
1645,M,S,1,92647.5,N,32.13,56.046667,4,16.04,5.74,10.34,0,CC,Budget,Standard,Cancelled
1646,M,S,2,21021.6,Y,14.95,62.753333,2,2,0,11.19,0,CC,Budget,Standard,Current
1647,M,S,0,74460.7,Y,206.46,55.34,2,25.53,0.99,179.93,0,CC,FreeLocal,Standard,Cancelled
1650,F,S,2,28787.4,N,86.06,41.666667,1,27.97,0,58.09,0,Auto,Budget,Standard,Cancelled
1653,M,M,1,13091.6,N,43.06,59.126667,4,22.79,0,20.26,0,CC,Budget,Intnl_discount,Current
1656,F,M,2,62061.8,Y,82.08,45.92,2,29.86,0,52.22,0,Auto,FreeLocal,Standard,Current
1657,F,M,1,20550.9,Y,85.64,22.12,4,27.72,0.86,57.06,0,CC,Budget,Standard,Cancelled
1660,M,M,2,1765.41,N,47.99,18.766667,3,3.04,0,44.95,0,CC,FreeLocal,Standard,Current
1663,F,S,2,19131.1,N,57.07,56.186667,4,22.15,0,34.91,0,Auto,Budget,Standard,Cancelled
1669,M,M,2,42750.3,Y,134.97,50.493333,1,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,Cancelled
1671,F,S,2,2842.55,N,0.79,45.92,3,0,0,0.79,0,Auto,Budget,Intnl_discount,Cancelled
1672,M,M,2,22358.1,N,29.25,52.626667,1,15.54,1.52,12.19,0,CC,Budget,Standard,Current
1674,M,M,0,47870.8,Y,13.82,27.26,2,7,1.17,12.48,0,CC,FreeLocal,Standard,Current
1675,F,S,2,6440.46,Y,49.86,70,4,22.66,0,27.2,0,CH,Budget,Standard,Current
1676,F,S,0,7325.5,N,190.06,36.92,2,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount,Cancelled
1677,M,M,1,63900.9,N,47.4,28.333333,2,8.36,0,39.04,0,CC,Budget,Standard,Current
1678,M,M,2,28766.9,N,64.2,46.84,3,6.11,0,58.08,0,CC,Budget,Standard,Current
1680,M,M,1,5252.29,N,19.73,16.333333,2,2.65,0,17.08,1,Auto,Budget,Standard,Current
1684,M,M,2,91272.2,Y,40,25.033333,2,26.99,0,13.01,0,CC,FreeLocal,Standard,Current
1690,M,S,0,69000,Y,137,42,1,11.63,9.7,115.66,1,CH,FreeLocal,Intnl_discount,Cancelled
1694,M,M,2,1406.05,Y,26.72,19.306667,2,11.55,0,15.17,0,CC,Budget,Standard,Current
1696,F,S,0,73228.3,N,50.58,61,3,22.47,0,28.11,0,Auto,Budget,Standard,Current
1697,F,S,2,76231.9,N,152.76,63.806667,3,2.01,0,150.75,0,Auto,FreeLocal,Standard,Current
1702,M,M,1,64792.3,N,51.41,52.146667,3,13.05,1.51,36.84,0,CH,FreeLocal,Standard,Cancelled
1705,F,S,0,93322.1,Y,38.72,40.313333,1,29.92,0,8.79,0,CH,Budget,Intnl_discount,Cancelled
1710,M,M,1,63437.3,N,14.98,63.653333,4,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,Cancelled
1714,M,M,2,49910.7,Y,51.14,51.52,4,27.42,0,23.72,0,CC,Budget,Standard,Current
1716,M,M,0,76161.4,Y,37.55,44.573333,3,11.96,0,25.58,0,CC,FreeLocal,Standard,Cancelled
1717,F,M,2,55860,Y,26.37,14.573333,3,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount,Current
1718,F,S,1,12686,N,103.88,64.8,3,23.23,0,80.64,0,Auto,Budget,Standard,Cancelled
1726,M,M,2,57360.8,Y,67.61,53.253333,3,10.36,0,57.25,0,CC,FreeLocal,Standard,Cancelled
1727,M,M,1,92414.7,Y,40.06,45.513333,4,29.43,0,10.62,0,CC,FreeLocal,Standard,Cancelled
1728,M,M,0,60102.7,N,72.29,42.14,4,9.84,0,62.44,1,CH,FreeLocal,Standard,Cancelled
1730,F,M,2,17888.7,N,361.88,43,4,29.41,0,332.46,0,CC,Budget,Standard,Current
1731,F,S,1,12526.3,N,40.59,53.553333,2,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount,Cancelled
1734,F,S,2,14578.8,Y,107.02,60.933333,2,11.91,0,95.1,0,Auto,Budget,Standard,Cancelled
1737,M,M,0,78572.2,Y,51.09,42.346667,2,21.81,0,29.28,1,CC,FreeLocal,Standard,Cancelled
1739,F,M,2,48238.8,N,191.32,34.706667,1,23.28,0,168.03,0,CC,FreeLocal,Standard,Current
1741,F,M,0,28770.9,N,49.6,12.34,4,27.99,5.32,16.27,0,CH,FreeLocal,Standard,Current
1742,F,M,2,87578.2,Y,22.44,53.366667,2,0.29,0,22.15,0,CC,Budget,Standard,Current
1743,F,M,2,86695.4,N,58.03,13.906667,3,25.94,0,32.09,0,CC,FreeLocal,Standard,Current
1745,F,S,2,76791.2,N,43.71,55,3,20.71,0,23,0,CC,Budget,Intnl_discount,Current
1749,F,S,0,30763.8,Y,57.17,14.193333,2,21.32,0,35.85,0,CC,Budget,Standard,Cancelled
1750,F,M,2,3193.6,N,118.82,54.046667,2,4.19,0,114.62,1,CH,Budget,Standard,Current
1751,M,M,1,69680.9,N,39.8,15.846667,2,7.67,0,32.12,0,CC,FreeLocal,Intnl_discount,Current
1754,F,M,0,83287,N,119.82,67,3,29.64,0,90.18,4,Auto,FreeLocal,Intnl_discount,Current
1755,M,S,0,2056.06,Y,58.8,18.94,2,24.07,6.98,27.75,0,Auto,Budget,Standard,Cancelled
1756,F,M,2,7776.6,N,94.2,35.706667,4,25.87,0,68.33,0,CC,FreeLocal,Standard,Current
1757,M,M,1,2067.82,N,85.9,47.853333,3,15.25,0,70.65,0,CC,Budget,Intnl_discount,Current
1758,M,S,0,68000,N,20.74,63.353333,4,4.58,7.66,8.49,0,CC,Budget,Standard,Cancelled
1760,M,M,0,69343.3,N,21.91,42.166667,4,6.36,0,15.54,0,CC,FreeLocal,Standard,Cancelled
1764,F,M,0,14932.5,N,11.42,42,4,4.91,0,6.5,0,CC,Budget,Intnl_discount,Current
1765,F,S,0,27498.1,N,12.08,43,1,2.2,0,9.88,0,CC,Budget,Intnl_discount,Current
1767,M,M,2,21419.9,N,129.51,59.833333,1,26.39,0,103.12,0,CC,FreeLocal,Standard,Current
1768,M,M,2,30665.2,Y,77.44,22.88,4,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,Current
1769,F,M,1,78000,Y,37.04,58.56,4,6.08,0,30.95,0,Auto,FreeLocal,Intnl_discount,Current
1770,F,M,2,50561.3,N,129.91,46,4,16.6,0,113.31,1,CH,Budget,Standard,Current
1772,F,S,2,23464,Y,64.14,52,1,22.43,0,41.71,0,CC,Budget,Intnl_discount,Cancelled
1773,F,M,2,194.57,N,67.21,70,2,28.26,0,38.95,0,CC,FreeLocal,Standard,Current
1774,F,M,1,98680.4,Y,26.44,70,2,17.58,0,8.85,0,CH,FreeLocal,Intnl_discount,Current
1775,M,M,0,65619.7,Y,158.22,52,1,13.56,0,144.66,0,CC,Budget,Standard,Cancelled
1776,F,M,1,95620.3,Y,104.53,61,1,10.91,0,93.61,0,CC,Budget,Standard,Current
1777,F,S,0,85275,N,174.09,42,4,22.48,0,151.61,0,Auto,FreeLocal,Intnl_discount,Current
1778,F,M,1,66921.4,Y,24.67,52.646667,4,15.7,0,8.97,0,CC,FreeLocal,Intnl_discount,Current
1779,F,M,1,98453.6,Y,25.38,62,1,13.72,0,11.65,0,Auto,FreeLocal,Standard,Current
1780,F,M,2,94026.8,Y,35.63,27.746667,4,25,0,10.62,0,CC,FreeLocal,Intnl_discount,Current
1782,F,S,2,57420,Y,277.72,43,4,25.18,0,252.53,1,Auto,Budget,Standard,Cancelled
1783,M,M,0,68000,N,34.35,49,4,3.93,3.73,26.69,1,CC,FreeLocal,Standard,Cancelled
1785,M,M,2,47639.1,N,57.11,43,1,17.48,0,39.62,0,CC,Budget,Intnl_discount,Current
1786,F,M,2,63234.5,Y,1.16,52.36,1,0,0,1.16,0,CH,FreeLocal,Intnl_discount,Current
1788,M,M,0,3911.9,N,39.36,38.413333,2,5.72,8.48,25.14,0,CC,Budget,Intnl_discount,Cancelled
1790,F,M,2,18296.4,Y,10.47,42.626667,3,0.08,0,10.39,0,CC,FreeLocal,Standard,Current
1791,F,S,0,39461,N,126.68,22.226667,1,22.87,0.28,103.52,1,CC,FreeLocal,Standard,Cancelled
1796,F,M,2,52957,Y,151.32,39.746667,4,25.79,0,125.52,2,CH,FreeLocal,Standard,Current
1797,F,S,2,86747.1,N,57.4,64.853333,1,20.15,0,37.24,0,Auto,Budget,Standard,Current
1799,F,M,1,87404.6,N,160.84,63.186667,4,21.63,0,139.2,0,Auto,Budget,Standard,Current
1801,F,M,2,85394,Y,35.69,20.16,1,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount,Current
1802,F,S,0,2121.36,N,38.8,39.786667,4,2.02,0,36.78,1,CC,FreeLocal,Standard,Cancelled
